id,name,category,num_beds,address,suburb,state,postcode,longitude,latitude,comment,website
51,Sacred Heart Hospice,Hospital,,170 Darlinghurst Road,DARLINGHURST,NSW,2010,151.2194061,-33.88040161,"Operated by St Vincent's Public Health Service, Sacred Heart provides palliative care, rehabilitation services and other various services.  Sacred Heart Hospice is part of ^St Vincent's Health Network.|| http:// http://www.stvincents.com.au//^   Services we provide: Palliative Care, Rehabilitation.  Reception Hours: 9am to 5pm Monday to Friday  Visiting Hours: Rehabilitation: 2pm – 8pm on weekdays; 10am – 8pm on weekends. Palliative Care: 10am – 8pm everyday.  Hospital Information: For information on the latest performance reporting on Elective Surgery, Emergency Departments and Patient Ratings of Care click ^here.||http://www.bhi.nsw.gov.au^ For information on healthcare associated infections by hospital click ^here.||http://www.myhospitals.gov.au^",http://www.stvincents.com.au/
52,HAWKESBURY DISTRICT HEALTH SERVICE,Hospital,97,2 Day Street,WINDSOR,NSW,2756,150.8206787,-33.61074066,"Visiting hours:  9AM to 12PM (midday), 3PM to 8PM   Maternity visiting hours:  10AM to 12PM (midday), 6PM to 8PM  Wide range of services, caring for inpatients, outpatients and day patients across a range of specialties including maternity, medical and surgical.",https://www.sjog.org.au
53,Sutherland Hospital & Community Health Service,Hospital,325.1,430 Kingsway,CARINGBAH,NSW,2229,151.1152802,-34.03741837,"Sutherland Hospital is an associated teaching hospital of The University of NSW which provides care to more than 22,000 patients admitted to hospital every year. The hospital also provides treatment to more than 529,000 outpatients every year. Sutherland Hospital offers extensive inpatient and community-based services to 213,000 residents of the Sutherland Shire.  Sutherland Hospital & Community Health Service is part of ^ South Eastern Sydney Local Health District.|| http:// www.seslhd.health.nsw.gov.au//^   Services we provide: Heart, General Medicine, General Surgery, Geriatric, Kidney Medicine, Maternity, Orthopaedics, Rehabilitation, Mental Health  Visiting Hours: General wards: 10am-1pm and 3.30pm-8pm  Maternity: 3pm to 8pm ONLY   Hospital Personnel: Jan Heiler Director of Nursing and Midwifery 02 9540 7111  For information on the latest performance reporting on Elective Surgery, Emergency Departments and Patient Ratings of Care click ^here.||http://www.bhi.nsw.gov.au^ For information on healthcare associated infections by hospital click ^here.||http://www.myhospitals.gov.au^",http://www.seslhd.health.nsw.gov.au/
54,HURSTVILLE PRIVATE HOSPITAL,Hospital,,37 Gloucester Road,HURSTVILLE,NSW,2220,151.0959473,-33.96229935,Reception hours are weekdays 6am-8pm & Saturdays 8am-3pm,www.healthecare.com.au
55,Balmain Hospital,Hospital,65.3,29 Booth Street,BALMAIN,NSW,2041,151.1818695,-33.8588028,"Balmain Hospital provides aged care, rehabilitation services and General Practice Casualty service to essentially a local inner west catchment.  Balmain Hospital is part of ^Sydney Local Health District.|| http:// http://www.slhd.nsw.gov.au//^    Services we provide:  Gastroenterology, General Medicine, Infectious Diseases, Neurology, Rehabilitation, Respiratory  Admin Hours: 8am to 5pm Monday to Friday   General Visiting Hours: 10:00am - 8:00pm Transition Care Unit: 10:00am - 8:00pm  John Beasley Rehab Ward: 10:00am-12:00pm, 2:00pm-8:00pm   Hospital personnel: Alison Trotter Director of Nursing and Midwifery 02 9395 2007 Genevieve Wallace Acting General Manager 02 9395 2003 Tim Sinclair General Manager 02 9395 2001 Les Hillier Director of Finance 02 9395 2010   If you visit on weekends or after 5pm on weekdays, please enter the Hospital via the General Practice Casualty as the Main Entrance is closed  For information on the latest performance reporting on Elective Surgery, Emergency Departments and Patient Ratings of Care click ^here.||http://www.bhi.nsw.gov.au^ For information on healthcare associated infections by hospital click ^here.||http://www.myhospitals.gov.au^",http://www.slhd.nsw.gov.au/balmain
56,Singleton District Hospital,Hospital,46.8,25 Dangar Road,SINGLETON,NSW,2330,151.185318,-32.5674324,"Singleton District Hospital provides the community of Singleton and the surrounding district with a range of health services. Singleton District Hospital is part of ^Hunter New England Local Health District.|| http://www.hnehealth.nsw.gov.au//^   Services we provide:  Emergency, General Medicine, General Surgery, Maternity, Geriatric, Palliative Care, Paediatrics, Rehabilitation, Obstetric, Renal dialysis, Early childhood.  Visiting Hours:  8:00am-8:00pm for the general hospital. For maternity patients, visiting hours are restricted to the immediate family from 11:30am-1:00pm, with a rest period from 1:00-3pm  For information on the latest performance reporting on Elective Surgery, Emergency Departments and Patient Ratings of Care click ^here.||http://www.bhi.nsw.gov.au^ For information on healthcare associated infections by hospital click ^here.||http://www.myhospitals.gov.au^",http://www.hnehealth.nsw.gov.au/
57,Alwyn Rehabilitation Hospital,Hospital,26,"Alwyn Rehabilitation Hospital, 1 Emu Street",STRATHFIELD,NSW,2135,151.0943451,-33.88284683,"Alwyn Rehabilitation Hospital is an independently owned and operated, 26 bed private physical rehabilitation hospital. As a small hospital, we offer the individual attention needed in rehabilitation. Alwyn has been serving the community for 50 years, and we have built a reputation for providing high quality care that has resulted in excellent outcomes for our patients. Each year, we treat around 1000 patients recovering from orthopaedic surgery, strokes, work-related injuries and those individuals requiring general rehabilitation. Some of the services provided include: physiotherapy, hydrotherapy, reconditioning, balance programs, rehabilitation specialists, nursing, occupational therapy, social work, speech pathology, dietetics and podiatry.",http://www.alwyn.com.au/
58,LITHGOW INTEGRATED HEALTH SERVICE,Hospital,89.3,2 Col Drewe Drive,LITHGOW,NSW,2790,150.1276245,-33.4990387,"Lithgow Integrated Health Service is a district teaching hospital affiliated with the University of Notre Dame, offering a 24-hour emergency department.   Lithgow Integrated Health Service is part of ^ Nepean Blue Mountains Local Health District.|| http:// http://www.nbmlhd.health.nsw.gov.au//^   Services we provide: Heart, Gastroenterology, General Medicine, General Surgery, ENT, Maternity, Ophthalmology,  Gynaecology, Urology, Respiratory, Allied Health  Admin Hours: 9am to 5:30pm Monday to Friday  Visiting Hours: General Visiting Hours 10am - 1pm  Visitor rest period 1pm - 3pm  Visitor resumes 3pm - 8pm   Hospital personnel: Christopher Nicoll Director of Nursing and Midwifery 02 6350 2300 Jill Marjoram General Manager 02 6350 2300  Hospital Performance Report: For information on the latest performance reporting on Elective Surgery, Emergency Departments and Patient Ratings of Care click ^here.||http://www.bhi.nsw.gov.au^ For information on healthcare associated infections by hospital click ^here.||http://www.myhospitals.gov.au^",http://www.nbmlhd.health.nsw.gov.au/
59,KAREENA PRIVATE HOSPITAL,Hospital,,86 Kareena Road,CARINGBAH,NSW,2229,151.1142731,-34.03494644,,www.kareenaprivate.com.au
60,Wyong Public Hospital,Hospital,323.3,664 Pacific Highway,HAMLYN TERRACE,NSW,2259,151.4788818,-33.26052475,"Wyong Public Hospital is part of ^ Central Coast Local Health District.|| http://www.cclhd.health.nsw.gov.au///^   Services we provide:  Heart, Drug and Alcohol, Gastroenterology, General Medicine, Mental Health, Ophthalmology, Respiratory  Visiting Hours:  Medical, Surgical Wards, MAU and HDU: 11am-1pm and 2.30pm-8pm  PACU: 8am-4.30pm weekdays and 8am-12pm weekends  Rehab: 11am-1pm and 2.30pm-8pm  PECC Unit is by appointment only  Tamarind and Gunyah:  Mon-Fri: 4pm-8pm  Weekend: 10am-8pm  Miri Miri:  Mon-Fri: 2.30pm-8pm  Weekend: 10am-8pm  Hospital personnel: Suzann Evans, Director of Nursing and Midwifery. Tel: 02 4394 4955  Hospital Performance Report: For information on the latest performance reporting on Elective Surgery, Emergency Departments and Patient Ratings of Care click ^here.||http://www.bhi.nsw.gov.au^ For information on healthcare associated infections by hospital click ^here.||http://www.myhospitals.gov.au^",http://www.cclhd.health.nsw.gov.au/
61,St Luke's Hospital,Hospital,,18 Roslyn Street,POTTS POINT,NSW,2011,151.2249603,-33.87398911,Service includes hospital services.,www.slc.org.au
62,MACQUARIE HOSPITAL,Hospital,195,1 Wicks Road,NORTH RYDE,NSW,2113,151.1233215,-33.79812622,Specialist Mental Hospital Macquarie Psychiatric Hospital admission by referral only. ,
63,Macksville District Hospital,Hospital,44.2,14-22 Boundary Street,MACKSVILLE,NSW,2447,152.920197,-30.713839,"Macksville District Hospital is a local community, level 3 rural hospital within the North Coast Area Health Service that provides various services.  Macksville District Hospital is part of ^Mid North Coast Local Health District.|| http://mnclhd.health.nsw.gov.au//^   Services we provide: Gastroenterology, General Medicine, Neurology, Respiratory.  Admin Hours: 8am to 4:30pm Monday to Friday  Hospital personnel: Djaan Jarrett Aboriginal Health Liaison Officer 02 6568 0623  Hospital Performance Report: For information on the latest performance reporting on Elective Surgery, Emergency Departments and Patient Ratings of Care click ^here.||http://www.bhi.nsw.gov.au^ For information on healthcare associated infections by hospital click ^here.||http://www.myhospitals.gov.au^",http://mnclhd.health.nsw.gov.au/
64,Tocumwal Health Service,Hospital,5.8,"Tocumwal Hospital, 6 Adams Street",TOCUMWAL,NSW,2714,145.5690613,-35.81534576,"Tocumwal Health Service is an integrated health service. The Hospital maintains a 24 hour emergency department. The Community Health Centre provides a range of primary health services, focussing on maintaining good health.",
65,NARRABRI DISTRICT HOSPITAL,Hospital,38,66 Gibbons Street,NARRABRI,NSW,2390,149.7770844,-30.32620621,"Narrabri District Hospital is a 38-bed district health service which cares for patients in the western area of the state. Narrabri District Hospital is part of ^Hunter New England Local Health District.|| http://www.hnehealth.nsw.gov.au//^   Services we provide: Heart, Mental Health, Ophthalmology, Paediatrics, Orthopaedics, Surgical, Emergency, Paediatric, General Medical, Maternity, Community Health, Social work, Speech Pathology, Dietician, Occupational Therapy, Physiotherapy, Diversional Therapy, Radiology, Pathology, Ultrasound and CT.  Visiting Hours: 11am to 1pm and 3pm to 8pm.  All patients rest period from 1pm to 3pm.  Main entrance doors open Monday to Friday from 7am to 8pm for community members to access outpatient services. Weekends and public holidays main entrance doors will only be open at visiting hours.  Emergency Department entrance at side of building.   Hospital personnel: Sharon Simpson Health Service Manager 02 6799 2800 Peter Finlayson Executive Medical Director 02 6767 7700  For information on the latest performance reporting on Elective Surgery, Emergency Departments and Patient Ratings of Care click ^here.||http://www.bhi.nsw.gov.au^ For information on healthcare associated infections by hospital click ^here.||http://www.myhospitals.gov.au^",http://www.hnehealth.nsw.gov.au/
66,Urana Multi Purpose Service,Hospital,21.8,127 Princess Street,URANA,NSW,2645,146.2670898,-35.32636261,"Urana Health Service offers a range of aged care, acute medical, emergency services and other various services. Urana Health Service is part of Murrumbidgee Local Health District. Service includes hospital services, emergency department, Heart, Dermatology, Gastroenterology, General Surgery, Infectious Diseases, Mental Health, Neurology, Palliative Care, Urology.",http://www.mlhd.health.nsw.gov.au/
67,Northside Group MacArthur Clinic,Hospital,36,92-96 Dumaresq Street,CAMPBELLTOWN,NSW,2560,150.81694,-34.072006,Total number of beds: 36 Mental Health Clinic,https://www.northsidegroup.com.au/Our-Locations/Macarthur-Clinic
